"x" "y"
-2 0.140551697281401
-1.83673469387755 0.034152029002384
-1.6734693877551 0.18043779999877
-1.51020408163265 0.45611388588637
-1.3469387755102 0.615718612535175
-1.18367346938776 0.623505937520646
-1.02040816326531 0.692256458004732
-0.857142857142857 0.795997397715473
-0.693877551020408 0.766753815562342
-0.530612244897959 0.952672859936329
-0.36734693877551 1.04409829587001
-0.204081632653061 1.08426483152445
-0.0408163265306123 1.34557874941251
0.122448979591836 1.02918418824886
0.285714285714286 1.15519228699053
0.448979591836734 1.04247985449854
0.612244897959183 0.739955705763511
0.775510204081633 0.857096559178436
0.938775510204081 0.701486016557477
1.10204081632653 0.546741913436805
1.26530612244898 0.380654799851469
1.42857142857143 0.393198331379857
1.59183673469388 0.342939969046088
1.75510204081633 0.0726362914520035
1.91836734693878 -0.0392643386133503
2.08163265306122 -0.0154514905601717
2.24489795918367 -0.195501503512312
2.40816326530612 -0.209543933414466
2.57142857142857 -0.407925325665041
2.73469387755102 -0.282869796570645
2.89795918367347 -0.778618701558435
3.06122448979592 -0.690819324470026
3.22448979591837 -0.69432626787672
3.38775510204082 -0.507646038765814
3.55102040816327 -0.395923837171413
3.71428571428571 -0.475527507608949
3.87755102040816 -0.313938626990192
4.04081632653061 -0.110083486831139
4.20408163265306 -0.0137336721354244
4.36734693877551 0.00517417456841179
4.53061224489796 0.0940513332915528
4.69387755102041 0.189870640645269
4.85714285714286 0.293970368541429
5.02040816326531 0.539071320766875
5.18367346938775 0.468153384597571
5.3469387755102 0.598609985040833
5.51020408163265 0.579295174931683
5.6734693877551 0.986866317609466
5.83673469387755 1.04589768553663
6 1.15901178995715
